Transaction_ID,Date,Date_Key,Store_ID,Product_ID,Quantity_Sold,Price_per_Unit,Total_Sale_Value,Discount_Percentage,Final_Sale_Value,Payment_Mode,Cashier_ID,Customer_ID
DMT103209,2024-12-07,237,STR18,PRD7829,17,297.09,5050.53,15,4292.95,Wallet,EMP812,CUST2513
DMT103210,2023-11-10,674,STR25,PRD5724,12,259.0,3108.0,5,2952.6,Card,EMP554,CUST4798
DMT103211,2024-06-07,511,STR44,PRD8060,19,39.7,754.3,20,603.44,Wallet,EMP409,CUST4209
DMT103212,2025-01-06,510,STR39,PRD3795,18,112.39,2023.02,20,1618.42,Card,EMP115,CUST2250
DMT103213,2024-07-27,596,STR39,PRD3890,17,163.86,2785.62,0,2785.62,Cash,EMP858,CUST2754
DMT103214,2023-10-14,282,STR3,PRD7138,4,482.29,1929.16,20,1543.33,Cash,EMP579,CUST7379
DMT103215,2024-03-05,585,STR5,PRD4053,19,364.89,6932.91,0,6932.91,Wallet,EMP680,CUST6405
DMT103216,2023-07-17,473,STR13,PRD3200,6,349.61,2097.66,0,2097.66,Cash,EMP807,CUST4532
DMT103217,2024-12-28,685,STR49,PRD4244,1,51.58,51.58,0,51.58,UPI,EMP977,CUST2865
DMT103218,2024-06-01,539,STR38,PRD8970,14,479.75,6716.5,15,5709.02,UPI,EMP409,CUST3377
DMT103219,2025-07-06,49,STR47,PRD3981,20,120.58,2411.6,5,2291.02,Cash,EMP312,CUST7883
DMT103220,2025-01-25,152,STR43,PRD9234,13,218.36,2838.68,10,2554.81,Wallet,EMP418,CUST5133
DMT103221,2024-06-19,189,STR36,PRD2806,12,431.98,5183.76,15,4406.2,Card,EMP419,CUST6674
DMT103222,2024-06-14,116,STR14,PRD8383,13,202.35,2630.55,10,2367.49,Card,EMP391,CUST7246
DMT103223,2025-06-24,485,STR31,PRD4482,20,31.65,633.0,0,633.0,Cash,EMP917,CUST7196
DMT103224,2024-12-26,681,STR14,PRD4041,7,153.69,1075.83,20,860.66,Cash,EMP215,CUST8287
DMT103225,2024-01-16,661,STR22,PRD4292,6,463.26,2779.56,0,2779.56,Cash,EMP786,CUST6767
DMT103226,2024-07-03,258,STR20,PRD1966,12,440.6,5287.2,10,4758.48,Wallet,EMP578,CUST8261
DMT103227,2024-06-10,283,STR1,PRD3993,20,495.3,9906.0,5,9410.7,Cash,EMP942,CUST1572
DMT103228,2024-07-10,655,STR14,PRD4143,14,456.09,6385.26,0,6385.26,Wallet,EMP477,CUST6805
DMT103229,2025-04-10,348,STR13,PRD5249,5,47.11,235.55,5,223.77,Wallet,EMP485,CUST8826
DMT103230,2024-01-31,313,STR48,PRD7697,15,429.84,6447.6,5,6125.22,Wallet,EMP539,CUST2754
DMT103231,2024-01-25,142,STR8,PRD8220,14,112.74,1578.36,5,1499.44,Card,EMP968,CUST8845
DMT103232,2024-01-16,661,STR48,PRD2789,6,276.19,1657.14,0,1657.14,Wallet,EMP494,CUST2533
DMT103233,2024-07-25,74,STR49,PRD3721,5,283.78,1418.9,10,1277.01,Card,EMP191,CUST6925
DMT103234,2025-04-03,227,STR31,PRD2307,8,311.1,2488.8,20,1991.04,Cash,EMP951,CUST2422
DMT103235,2023-09-14,119,STR16,PRD5802,14,444.49,6222.86,15,5289.43,UPI,EMP714,CUST9845
DMT103236,2024-03-29,16,STR45,PRD2404,18,397.63,7157.34,10,6441.61,Card,EMP507,CUST4655
DMT103237,2024-07-08,71,STR39,PRD7188,8,242.17,1937.36,15,1646.76,UPI,EMP290,CUST4768
DMT103238,2023-12-04,50,STR46,PRD3042,3,22.7,68.1,5,64.69,UPI,EMP189,CUST4711
DMT103239,2023-10-23,172,STR14,PRD5534,6,407.5,2445.0,5,2322.75,Cash,EMP327,CUST4806
DMT103240,2024-05-24,210,STR26,PRD2052,16,19.94,319.04,15,271.18,UPI,EMP274,CUST6997
DMT103241,2023-12-26,373,STR16,PRD6605,11,123.39,1357.29,20,1085.83,Wallet,EMP341,CUST7479
DMT103242,2023-09-05,301,STR36,PRD1486,8,106.94,855.52,5,812.74,Cash,EMP697,CUST3734
DMT103243,2023-10-11,222,STR21,PRD4846,9,83.65,752.85,20,602.28,UPI,EMP284,CUST7093
DMT103244,2024-07-16,306,STR50,PRD8829,4,382.9,1531.6,15,1301.86,Wallet,EMP735,CUST6517
DMT103245,2024-07-25,74,STR19,PRD8949,18,493.12,8876.16,15,7544.74,Cash,EMP482,CUST1280
DMT103246,2024-04-01,500,STR25,PRD2651,7,139.85,978.95,10,881.05,Card,EMP110,CUST3005
DMT103247,2025-06-20,719,STR30,PRD1155,20,400.51,8010.2,15,6808.67,Wallet,EMP217,CUST4372
DMT103248,2023-08-08,224,STR35,PRD2000,20,298.25,5965.0,10,5368.5,UPI,EMP791,CUST6492
DMT103249,2025-01-02,191,STR42,PRD5359,12,217.78,2613.36,10,2352.02,Wallet,EMP970,CUST5998
DMT103250,2024-03-05,585,STR23,PRD1118,11,479.28,5272.08,10,4744.87,UPI,EMP701,CUST2855
DMT103251,2025-04-13,463,STR20,PRD1685,16,42.92,686.72,5,652.38,Wallet,EMP594,CUST1901
DMT103252,2025-06-26,665,STR17,PRD2586,18,447.71,8058.78,10,7252.9,UPI,EMP929,CUST4977
DMT103253,2025-01-23,289,STR24,PRD4458,2,240.0,480.0,20,384.0,Cash,EMP493,CUST5266
DMT103254,2024-07-28,413,STR33,PRD9557,6,198.47,1190.82,15,1012.2,Wallet,EMP184,CUST2362
DMT103255,2024-12-30,336,STR32,PRD1118,5,33.73,168.65,20,134.92,UPI,EMP140,CUST2278
DMT103256,2024-02-07,135,STR30,PRD7154,17,359.2,6106.4,10,5495.76,Wallet,EMP882,CUST4817
DMT103257,2024-12-10,117,STR7,PRD9520,1,229.62,229.62,15,195.18,Wallet,EMP298,CUST8227
DMT103258,2023-11-17,168,STR47,PRD5355,3,376.81,1130.43,20,904.34,Wallet,EMP237,CUST4154
DMT103259,2025-02-16,256,STR31,PRD8961,15,80.98,1214.7,10,1093.23,Wallet,EMP922,CUST3275
DMT103260,2023-07-29,148,STR49,PRD8753,16,355.21,5683.36,0,5683.36,Cash,EMP204,CUST1387
DMT103261,2025-07-08,652,STR21,PRD6521,3,328.24,984.72,15,837.01,UPI,EMP501,CUST3098
DMT103262,2024-11-12,617,STR14,PRD8036,1,80.25,80.25,15,68.21,Wallet,EMP447,CUST3167
DMT103263,2024-08-11,110,STR24,PRD6514,14,42.24,591.36,10,532.22,Cash,EMP971,CUST1525
DMT103264,2023-08-19,190,STR21,PRD7074,5,191.78,958.9,20,767.12,Cash,EMP924,CUST2360
DMT103265,2024-01-30,507,STR27,PRD6620,19,374.46,7114.74,15,6047.53,Cash,EMP614,CUST8456
DMT103266,2024-07-03,258,STR3,PRD6164,10,63.25,632.5,20,506.0,Card,EMP823,CUST4743
DMT103267,2024-04-13,225,STR37,PRD4925,12,17.92,215.04,5,204.29,Cash,EMP104,CUST9848
DMT103268,2024-05-29,503,STR15,PRD6918,1,101.94,101.94,15,86.65,Wallet,EMP669,CUST3866
DMT103269,2024-12-29,128,STR48,PRD7528,5,251.24,1256.2,10,1130.58,Cash,EMP570,CUST3065
DMT103270,2023-08-28,13,STR10,PRD7200,13,323.03,4199.39,20,3359.51,Cash,EMP253,CUST8046
DMT103271,2023-12-31,702,STR2,PRD1937,19,365.4,6942.6,15,5901.21,Cash,EMP487,CUST1644
DMT103272,2023-08-22,12,STR17,PRD6833,10,50.95,509.5,0,509.5,UPI,EMP784,CUST7501
DMT103273,2024-06-02,613,STR36,PRD6410,9,486.35,4377.15,5,4158.29,Card,EMP587,CUST9830
DMT103274,2025-03-11,514,STR38,PRD2641,15,337.56,5063.4,0,5063.4,UPI,EMP794,CUST7453
DMT103275,2024-11-06,385,STR38,PRD1050,8,488.42,3907.36,0,3907.36,Wallet,EMP134,CUST7780
DMT103276,2024-01-15,223,STR47,PRD8486,12,32.16,385.92,0,385.92,Wallet,EMP993,CUST7900
DMT103277,2025-01-14,233,STR27,PRD7583,7,386.42,2704.94,5,2569.69,Card,EMP811,CUST4774
DMT103278,2025-02-25,22,STR19,PRD3275,9,346.56,3119.04,10,2807.14,Wallet,EMP439,CUST1012
DMT103279,2023-10-19,513,STR10,PRD1420,4,222.55,890.2,10,801.18,Card,EMP774,CUST8874
DMT103280,2024-03-09,557,STR13,PRD3013,10,424.21,4242.1,10,3817.89,UPI,EMP177,CUST1270
DMT103281,2025-04-29,353,STR22,PRD9693,8,20.33,162.64,15,138.24,UPI,EMP846,CUST7769
DMT103282,2024-08-30,722,STR15,PRD5578,20,98.04,1960.8,10,1764.72,Card,EMP217,CUST5650
DMT103283,2025-06-04,136,STR25,PRD5072,3,429.17,1287.51,10,1158.76,UPI,EMP734,CUST9911
DMT103284,2023-07-22,58,STR37,PRD7036,1,307.97,307.97,5,292.57,Wallet,EMP329,CUST9845
DMT103285,2023-10-17,322,STR16,PRD8404,7,430.56,3013.92,5,2863.22,Wallet,EMP965,CUST7677
DMT103286,2024-02-21,646,STR32,PRD8785,6,106.86,641.16,10,577.04,Cash,EMP636,CUST4741
DMT103287,2023-09-02,424,STR36,PRD9436,8,215.14,1721.12,15,1462.95,UPI,EMP648,CUST9349
DMT103288,2024-09-07,695,STR42,PRD7768,4,435.47,1741.88,20,1393.5,Cash,EMP319,CUST8422
DMT103289,2024-04-22,621,STR44,PRD4079,17,16.24,276.08,20,220.86,Card,EMP795,CUST6124
DMT103290,2024-06-19,189,STR22,PRD1051,14,175.96,2463.44,10,2217.1,Card,EMP163,CUST8032
DMT103291,2023-10-27,52,STR17,PRD6278,14,305.73,4280.22,5,4066.21,UPI,EMP717,CUST2615
DMT103292,2024-01-13,298,STR49,PRD1272,15,204.28,3064.2,20,2451.36,UPI,EMP118,CUST3769
DMT103293,2024-12-22,2,STR32,PRD6901,19,300.61,5711.59,10,5140.43,Cash,EMP377,CUST6439
DMT103294,2024-06-09,360,STR47,PRD1749,2,419.46,838.92,20,671.14,Wallet,EMP449,CUST2325
DMT103295,2025-04-12,26,STR42,PRD6333,14,201.47,2820.58,10,2538.52,Cash,EMP741,CUST2415
DMT103296,2025-04-20,584,STR48,PRD8279,14,344.78,4826.92,10,4344.23,Wallet,EMP622,CUST1294
DMT103297,2024-07-29,656,STR32,PRD4826,16,126.55,2024.8,15,1721.08,Card,EMP189,CUST3108
DMT103298,2024-11-25,707,STR30,PRD8938,9,359.28,3233.52,0,3233.52,Cash,EMP504,CUST9609
DMT103299,2025-03-26,33,STR11,PRD7556,16,493.47,7895.52,10,7105.97,UPI,EMP781,CUST6000
DMT103300,2025-04-22,339,STR47,PRD2333,16,127.67,2042.72,0,2042.72,Card,EMP581,CUST4401
DMT103301,2024-12-06,611,STR23,PRD6707,5,346.56,1732.8,10,1559.52,UPI,EMP957,CUST9618
DMT103302,2024-03-26,329,STR11,PRD8010,2,34.34,68.68,10,61.81,Card,EMP291,CUST4113
DMT103303,2024-11-18,29,STR9,PRD8800,4,249.11,996.44,0,996.44,Card,EMP715,CUST6240
DMT103304,2024-03-02,406,STR47,PRD2645,3,372.38,1117.14,10,1005.43,Wallet,EMP980,CUST1232
DMT103305,2025-03-22,650,STR35,PRD7305,2,162.55,325.1,15,276.34,UPI,EMP184,CUST5011
DMT103306,2024-11-27,73,STR32,PRD5814,10,410.3,4103.0,5,3897.85,Card,EMP715,CUST3398
DMT103307,2024-10-25,24,STR12,PRD4196,1,391.77,391.77,5,372.18,Card,EMP348,CUST8262
DMT103308,2024-11-03,120,STR35,PRD3345,18,292.1,5257.8,15,4469.13,Cash,EMP110,CUST7047
DMT103309,2025-07-05,19,STR42,PRD9520,8,433.99,3471.92,0,3471.92,Cash,EMP377,CUST4119
DMT103310,2024-02-29,60,STR4,PRD9267,17,37.52,637.84,15,542.16,Cash,EMP232,CUST3105
DMT103311,2023-08-03,378,STR34,PRD1520,9,329.7,2967.3,20,2373.84,Card,EMP898,CUST7366
DMT103312,2025-01-01,124,STR3,PRD3094,8,281.92,2255.36,10,2029.82,Card,EMP133,CUST5749
DMT103313,2024-07-30,23,STR5,PRD9158,15,102.96,1544.4,0,1544.4,Card,EMP189,CUST9202
DMT103314,2024-07-07,612,STR43,PRD2426,18,95.39,1717.02,0,1717.02,Cash,EMP674,CUST7493
DMT103315,2024-06-08,670,STR4,PRD5937,6,152.63,915.78,20,732.62,Cash,EMP474,CUST4131
DMT103316,2024-04-19,269,STR49,PRD9990,13,422.97,5498.61,0,5498.61,UPI,EMP699,CUST3056
DMT103317,2024-12-16,134,STR1,PRD8648,1,400.55,400.55,20,320.44,Cash,EMP162,CUST1904
DMT103318,2025-04-20,584,STR27,PRD3753,3,206.08,618.24,15,525.5,Cash,EMP890,CUST2339
DMT103319,2023-10-04,505,STR9,PRD8311,18,445.33,8015.94,0,8015.94,Card,EMP458,CUST4973
DMT103320,2024-09-21,639,STR41,PRD2895,15,390.27,5854.05,5,5561.35,Wallet,EMP263,CUST1214
DMT103321,2024-02-14,342,STR15,PRD8899,16,150.11,2401.76,20,1921.41,Wallet,EMP589,CUST7493
DMT103322,2024-08-16,660,STR5,PRD9858,16,441.43,7062.88,15,6003.45,UPI,EMP332,CUST6290
DMT103323,2023-08-29,402,STR46,PRD4946,20,273.15,5463.0,10,4916.7,UPI,EMP213,CUST4230
DMT103324,2024-11-11,202,STR10,PRD4987,12,265.44,3185.28,20,2548.22,Cash,EMP180,CUST4302
DMT103325,2023-09-03,351,STR1,PRD4467,8,100.39,803.12,10,722.81,Cash,EMP883,CUST3812
DMT103326,2025-02-15,164,STR14,PRD3792,7,438.26,3067.82,10,2761.04,UPI,EMP663,CUST4885
DMT103327,2024-12-31,533,STR33,PRD2465,10,89.69,896.9,20,717.52,Cash,EMP549,CUST7422
DMT103328,2024-11-19,501,STR30,PRD2728,5,236.72,1183.6,10,1065.24,UPI,EMP998,CUST2159
DMT103329,2025-02-12,469,STR24,PRD8125,5,301.89,1509.45,5,1433.98,Wallet,EMP503,CUST2601
DMT103330,2024-06-18,599,STR4,PRD1478,11,7.58,83.38,5,79.21,UPI,EMP459,CUST7181
DMT103331,2024-07-04,274,STR40,PRD3625,7,291.0,2037.0,20,1629.6,Cash,EMP989,CUST7228
DMT103332,2024-04-16,188,STR41,PRD6349,19,97.32,1849.08,20,1479.26,Card,EMP520,CUST6064
DMT103333,2024-06-15,380,STR43,PRD7283,8,264.68,2117.44,0,2117.44,UPI,EMP603,CUST2816
DMT103334,2023-11-24,173,STR40,PRD5593,20,445.22,8904.4,5,8459.18,Wallet,EMP290,CUST2210
DMT103335,2025-06-07,709,STR31,PRD4610,5,457.1,2285.5,5,2171.22,Wallet,EMP290,CUST6553
DMT103336,2024-11-07,174,STR43,PRD5220,5,420.04,2100.2,5,1995.19,Cash,EMP381,CUST2526
DMT103337,2023-08-20,42,STR32,PRD8803,9,74.98,674.82,10,607.34,Cash,EMP210,CUST7313
DMT103338,2025-05-18,451,STR2,PRD3016,5,190.05,950.25,0,950.25,UPI,EMP260,CUST5807
DMT103339,2023-12-16,547,STR1,PRD3224,12,473.05,5676.6,20,4541.28,Cash,EMP622,CUST5130
DMT103340,2024-08-26,255,STR35,PRD9757,16,372.63,5962.08,20,4769.66,Card,EMP498,CUST7764
DMT103341,2023-08-05,93,STR36,PRD9060,16,181.26,2900.16,15,2465.14,Wallet,EMP443,CUST6459
DMT103342,2024-07-05,453,STR27,PRD2481,15,499.47,7492.05,15,6368.24,Cash,EMP845,CUST3412
DMT103343,2024-07-14,284,STR1,PRD6452,6,60.72,364.32,0,364.32,UPI,EMP124,CUST4143
DMT103344,2024-03-23,275,STR2,PRD4666,15,312.0,4680.0,0,4680.0,Wallet,EMP816,CUST7805
DMT103345,2025-02-06,89,STR34,PRD2059,15,61.59,923.85,20,739.08,Card,EMP354,CUST7141
DMT103346,2023-10-24,171,STR47,PRD6623,9,290.17,2611.53,0,2611.53,Wallet,EMP966,CUST8739
DMT103347,2025-03-26,33,STR18,PRD7176,12,213.31,2559.72,0,2559.72,Cash,EMP628,CUST3479
DMT103348,2024-06-24,435,STR35,PRD7252,15,16.84,252.6,15,214.71,Cash,EMP419,CUST8086
DMT103349,2023-08-23,81,STR19,PRD8159,11,111.31,1224.41,15,1040.75,Card,EMP227,CUST1307
DMT103350,2023-10-27,52,STR2,PRD4823,2,158.85,317.7,15,270.05,Wallet,EMP155,CUST1848
DMT103351,2025-04-12,26,STR33,PRD4662,6,431.66,2589.96,10,2330.96,UPI,EMP198,CUST9635
DMT103352,2025-01-01,124,STR45,PRD5244,4,390.25,1561.0,5,1482.95,Card,EMP792,CUST1242
DMT103353,2025-01-17,330,STR44,PRD2895,17,121.43,2064.31,15,1754.66,Wallet,EMP680,CUST1058
DMT103354,2024-06-20,502,STR28,PRD5767,17,250.33,4255.61,0,4255.61,Card,EMP462,CUST5617
DMT103355,2025-01-15,317,STR12,PRD2436,12,282.59,3391.08,10,3051.97,Wallet,EMP924,CUST8460
DMT103356,2023-08-03,378,STR7,PRD2824,6,107.06,642.36,20,513.89,Wallet,EMP694,CUST1050
DMT103357,2023-12-18,387,STR7,PRD2460,3,356.67,1070.01,20,856.01,Cash,EMP718,CUST4262
DMT103358,2025-06-21,689,STR34,PRD6574,4,101.75,407.0,0,407.0,Wallet,EMP743,CUST4069
DMT103359,2025-05-16,395,STR10,PRD4082,10,439.63,4396.3,20,3517.04,Card,EMP828,CUST3625
DMT103360,2024-06-15,380,STR16,PRD2902,17,421.39,7163.63,20,5730.9,Wallet,EMP291,CUST7819
DMT103361,2024-11-12,617,STR13,PRD7025,10,100.29,1002.9,10,902.61,Wallet,EMP263,CUST1656
DMT103362,2024-01-02,580,STR40,PRD3087,14,476.66,6673.24,20,5338.59,Wallet,EMP285,CUST1210
DMT103363,2024-03-12,323,STR34,PRD6134,2,268.29,536.58,5,509.75,Cash,EMP370,CUST9654
DMT103364,2023-10-30,457,STR17,PRD7229,8,21.11,168.88,15,143.55,Wallet,EMP699,CUST9256
DMT103365,2023-10-01,499,STR23,PRD1027,13,348.95,4536.35,0,4536.35,Wallet,EMP282,CUST9705
DMT103366,2025-06-23,525,STR18,PRD6092,7,208.54,1459.78,10,1313.8,UPI,EMP807,CUST6014
DMT103367,2024-05-19,113,STR26,PRD2013,17,222.29,3778.93,5,3589.98,Card,EMP996,CUST4109
DMT103368,2024-01-15,223,STR6,PRD9775,8,261.85,2094.8,15,1780.58,Wallet,EMP377,CUST2324
DMT103369,2025-01-12,361,STR24,PRD4110,19,209.58,3982.02,20,3185.62,UPI,EMP360,CUST4296
DMT103370,2024-09-10,261,STR26,PRD7359,13,449.8,5847.4,10,5262.66,Card,EMP910,CUST5380
DMT103371,2024-04-26,126,STR30,PRD7941,18,140.37,2526.66,15,2147.66,Wallet,EMP977,CUST8528
DMT103372,2025-01-18,149,STR37,PRD6237,16,218.21,3491.36,10,3142.22,Cash,EMP369,CUST5016
DMT103373,2023-09-30,635,STR16,PRD6980,18,242.41,4363.38,20,3490.7,UPI,EMP128,CUST2928
DMT103374,2024-10-28,30,STR45,PRD3069,17,357.3,6074.1,5,5770.4,UPI,EMP834,CUST1351
DMT103375,2023-10-15,426,STR15,PRD9515,10,53.64,536.4,10,482.76,Wallet,EMP860,CUST6982
DMT103376,2024-09-21,639,STR20,PRD4639,6,119.29,715.74,15,608.38,Cash,EMP509,CUST4484
DMT103377,2024-03-31,723,STR44,PRD2746,1,384.53,384.53,15,326.85,UPI,EMP542,CUST9482
DMT103378,2024-01-24,394,STR6,PRD7476,10,69.48,694.8,20,555.84,Cash,EMP187,CUST9666
DMT103379,2023-07-30,175,STR42,PRD1150,15,203.16,3047.4,20,2437.92,Card,EMP972,CUST4631
DMT103380,2025-01-23,289,STR42,PRD9819,11,57.3,630.3,20,504.24,UPI,EMP453,CUST2652
DMT103381,2025-06-17,56,STR49,PRD8546,19,169.79,3226.01,5,3064.71,UPI,EMP687,CUST3637
DMT103382,2025-05-30,642,STR3,PRD6176,18,445.68,8022.24,20,6417.79,Card,EMP744,CUST1133
DMT103383,2023-10-14,282,STR6,PRD3370,8,289.67,2317.36,15,1969.76,Wallet,EMP281,CUST6095
DMT103384,2024-03-27,216,STR26,PRD5863,12,242.99,2915.88,0,2915.88,Wallet,EMP810,CUST5462
DMT103385,2023-08-18,84,STR25,PRD4586,17,23.47,398.99,15,339.14,Cash,EMP231,CUST3642
DMT103386,2024-08-18,657,STR25,PRD9189,20,133.77,2675.4,0,2675.4,UPI,EMP237,CUST9239
DMT103387,2024-07-05,453,STR36,PRD8467,10,259.13,2591.3,20,2073.04,Cash,EMP153,CUST3372
DMT103388,2024-10-19,705,STR31,PRD3415,15,7.41,111.15,15,94.48,Wallet,EMP996,CUST4902
DMT103389,2023-07-16,331,STR4,PRD5643,16,56.2,899.2,15,764.32,UPI,EMP705,CUST7896
DMT103390,2023-11-09,153,STR41,PRD3389,2,375.9,751.8,15,639.03,UPI,EMP602,CUST3040
DMT103391,2024-09-02,546,STR1,PRD1562,13,138.33,1798.29,10,1618.46,Cash,EMP946,CUST8067
DMT103392,2025-03-05,475,STR45,PRD6245,19,400.63,7611.97,10,6850.77,UPI,EMP494,CUST1544
DMT103393,2024-02-11,575,STR11,PRD6060,8,188.09,1504.72,20,1203.78,Wallet,EMP817,CUST2399
DMT103394,2024-01-15,223,STR6,PRD9230,19,93.24,1771.56,0,1771.56,Card,EMP791,CUST1341
DMT103395,2024-04-28,325,STR32,PRD3022,6,60.81,364.86,20,291.89,UPI,EMP384,CUST9061
DMT103396,2024-05-18,588,STR28,PRD5480,17,159.24,2707.08,10,2436.37,UPI,EMP938,CUST3429
DMT103397,2024-10-21,578,STR42,PRD8836,11,111.02,1221.22,5,1160.16,Cash,EMP653,CUST4388
DMT103398,2025-02-19,572,STR22,PRD4534,8,192.73,1541.84,0,1541.84,Wallet,EMP495,CUST9710
DMT103399,2023-08-30,382,STR37,PRD9110,5,38.88,194.4,20,155.52,Wallet,EMP167,CUST3808
DMT103400,2025-06-12,1,STR7,PRD5775,2,209.97,419.94,15,356.95,UPI,EMP664,CUST2123
DMT103401,2023-11-29,521,STR34,PRD7171,5,193.7,968.5,10,871.65,Cash,EMP292,CUST3071
DMT103402,2024-11-27,73,STR3,PRD1963,11,55.48,610.28,5,579.77,Cash,EMP866,CUST2548
DMT103403,2025-06-04,136,STR15,PRD6458,10,196.42,1964.2,0,1964.2,Card,EMP674,CUST1642
DMT103404,2025-01-18,149,STR14,PRD3501,14,20.37,285.18,15,242.4,Cash,EMP272,CUST2595
DMT103405,2024-04-13,225,STR45,PRD4450,3,103.13,309.39,20,247.51,Card,EMP456,CUST6929
DMT103406,2023-12-09,332,STR37,PRD4687,14,190.65,2669.1,0,2669.1,Wallet,EMP922,CUST2631
DMT103407,2024-02-26,208,STR31,PRD1861,16,49.22,787.52,0,787.52,Cash,EMP445,CUST1093
DMT103408,2025-06-18,27,STR18,PRD3933,19,305.75,5809.25,10,5228.32,Wallet,EMP805,CUST7798
DMT103409,2024-03-04,658,STR3,PRD8987,10,202.84,2028.4,5,1926.98,UPI,EMP702,CUST1771
DMT103410,2024-02-29,60,STR5,PRD7419,14,375.43,5256.02,0,5256.02,Cash,EMP221,CUST9030
DMT103411,2024-08-13,178,STR44,PRD5900,15,392.43,5886.45,5,5592.13,UPI,EMP401,CUST9433
DMT103412,2024-07-17,185,STR18,PRD3608,15,174.14,2612.1,15,2220.28,Card,EMP324,CUST5955
DMT103413,2024-07-31,349,STR35,PRD1353,17,356.09,6053.53,0,6053.53,Cash,EMP280,CUST8899
DMT103414,2024-04-04,270,STR37,PRD9977,3,138.46,415.38,10,373.84,Cash,EMP924,CUST1428
DMT103415,2023-08-21,433,STR43,PRD7427,17,485.82,8258.94,10,7433.05,Card,EMP176,CUST5612
DMT103416,2025-02-12,469,STR3,PRD6528,19,455.33,8651.27,15,7353.58,UPI,EMP914,CUST3530
DMT103417,2023-08-08,224,STR12,PRD7921,17,91.85,1561.45,10,1405.3,UPI,EMP217,CUST1550
DMT103418,2025-01-05,118,STR21,PRD8756,14,202.13,2829.82,0,2829.82,Card,EMP825,CUST8169
DMT103419,2024-12-23,438,STR2,PRD6706,7,485.04,3395.28,5,3225.52,Card,EMP594,CUST8501
DMT103420,2024-07-11,576,STR14,PRD7412,14,192.99,2701.86,20,2161.49,Cash,EMP274,CUST7641
DMT103421,2024-12-26,681,STR38,PRD7407,3,377.76,1133.28,10,1019.95,UPI,EMP386,CUST7991
DMT103422,2024-11-25,707,STR10,PRD2176,8,462.83,3702.64,10,3332.38,Cash,EMP458,CUST4949
DMT103423,2024-07-10,655,STR49,PRD9648,19,471.83,8964.77,20,7171.82,UPI,EMP486,CUST2680
DMT103424,2025-05-09,96,STR46,PRD5637,11,485.62,5341.82,10,4807.64,Wallet,EMP853,CUST1543
DMT103425,2024-07-15,114,STR26,PRD5626,20,495.88,9917.6,20,7934.08,Card,EMP162,CUST1826
DMT103426,2024-04-26,126,STR5,PRD4196,10,252.42,2524.2,15,2145.57,UPI,EMP898,CUST6078
DMT103427,2024-12-10,117,STR20,PRD9978,11,49.3,542.3,15,460.95,Wallet,EMP452,CUST6473
DMT103428,2023-07-17,473,STR11,PRD7451,19,137.12,2605.28,20,2084.22,Wallet,EMP178,CUST4295
DMT103429,2025-06-07,709,STR37,PRD2594,5,18.51,92.55,10,83.3,Card,EMP624,CUST2257
DMT103430,2024-03-03,623,STR16,PRD3144,3,148.58,445.74,10,401.17,UPI,EMP279,CUST5562
DMT103431,2024-11-06,385,STR37,PRD6298,4,400.65,1602.6,20,1282.08,Wallet,EMP156,CUST3287
DMT103432,2024-01-03,229,STR25,PRD1886,18,139.98,2519.64,0,2519.64,Card,EMP639,CUST3203
DMT103433,2025-04-13,463,STR44,PRD5981,11,344.56,3790.16,5,3600.65,Card,EMP753,CUST4517
DMT103434,2025-07-06,49,STR35,PRD8496,15,144.0,2160.0,15,1836.0,Wallet,EMP139,CUST7285
DMT103435,2024-07-17,185,STR22,PRD3681,6,172.29,1033.74,20,826.99,Card,EMP665,CUST6358
DMT103436,2025-02-12,469,STR25,PRD3253,8,285.47,2283.76,0,2283.76,Wallet,EMP523,CUST4905
DMT103437,2024-04-15,39,STR49,PRD8239,11,338.91,3728.01,5,3541.61,Card,EMP216,CUST3694
DMT103438,2023-11-25,509,STR48,PRD8904,2,395.02,790.04,0,790.04,Card,EMP927,CUST8747
DMT103439,2025-03-08,552,STR9,PRD5769,3,19.19,57.57,15,48.93,Cash,EMP562,CUST2302
DMT103440,2024-11-26,244,STR45,PRD3372,20,119.28,2385.6,20,1908.48,Cash,EMP625,CUST5235
DMT103441,2024-10-08,416,STR47,PRD4436,9,8.44,75.96,5,72.16,Card,EMP102,CUST8890
DMT103442,2023-07-16,331,STR6,PRD4573,15,47.69,715.35,15,608.05,UPI,EMP638,CUST3926
DMT103443,2024-06-24,435,STR33,PRD4205,7,302.48,2117.36,5,2011.49,UPI,EMP606,CUST6670
DMT103444,2025-05-18,451,STR48,PRD1149,16,209.76,3356.16,0,3356.16,UPI,EMP213,CUST1212
DMT103445,2024-06-17,549,STR23,PRD6934,16,489.81,7836.96,20,6269.57,UPI,EMP304,CUST8894
DMT103446,2025-02-01,46,STR4,PRD2670,19,80.33,1526.27,5,1449.96,Wallet,EMP448,CUST7193
DMT103447,2024-04-04,270,STR7,PRD3418,14,388.84,5443.76,10,4899.38,UPI,EMP329,CUST3497
DMT103448,2025-06-16,456,STR28,PRD7169,5,478.45,2392.25,20,1913.8,Card,EMP630,CUST4212
DMT103449,2025-03-11,514,STR15,PRD7997,13,484.49,6298.37,10,5668.53,Card,EMP835,CUST4738
DMT103450,2024-12-25,472,STR5,PRD3756,7,191.32,1339.24,0,1339.24,Cash,EMP414,CUST3087
