Transaction_ID,Date,Date_Key,Store_ID,Product_ID,Quantity_Sold,Price_per_Unit,Total_Sale_Value,Discount_Percentage,Final_Sale_Value,Payment_Mode,Cashier_ID,Customer_ID,Day_of_Week,Is_Weekend,Supplier_ID,Product_Category,Product_Name,Brand,Customer_Age,Customer_Gender,Customer_City,Store_City,Store_Size_sqft,Store_Rating,Staff_Count,Inventory_Level
DMT104010,2024-07-16,306,STR42,PRD5403,1,250.35,250.35,15,212.8,Wallet,EMP945,CUST9739,Tuesday,False,SUP234,Bakery,Republican,BrandC,63,Female,New Ryan,East Catherine,4157,4.8,41,360
DMT104011,2025-01-20,370,STR20,PRD4341,2,459.64,919.28,10,827.35,UPI,EMP268,CUST9358,Monday,False,SUP218,Dairy,Once,BrandC,58,Male,Bowmanburgh,Lake Michelle,2963,4.2,40,464
DMT104012,2023-09-05,301,STR11,PRD7479,11,149.85,1648.35,20,1318.68,Wallet,EMP781,CUST4730,Tuesday,False,SUP285,Grocery,Management,BrandC,55,Female,Richardport,New Sheilaside,3625,3.4,20,946
DMT104013,2023-11-06,676,STR18,PRD3550,19,469.17,8914.23,15,7577.1,Wallet,EMP307,CUST2280,Monday,False,SUP224,Personal Care,Radio,BrandD,65,Female,East Sherri,Deniseland,3334,4.0,27,564
DMT104014,2023-08-21,433,STR6,PRD8308,1,355.09,355.09,10,319.58,Cash,EMP649,CUST3849,Monday,False,SUP230,Beverages,Miss,BrandD,27,Male,South Crystal,New Nicoleside,2544,3.5,16,850
DMT104015,2023-10-04,505,STR42,PRD4796,11,332.62,3658.82,15,3110.0,Card,EMP539,CUST1283,Wednesday,False,SUP233,Personal Care,Exactly,BrandC,53,Male,Fosterchester,East Catherine,4157,4.8,41,360
DMT104016,2025-06-28,115,STR24,PRD8109,10,321.06,3210.6,20,2568.48,Wallet,EMP783,CUST7205,Saturday,True,SUP243,Personal Care,Maintain,BrandC,43,Male,Adamport,New Cynthia,1941,3.9,23,119
DMT104017,2024-11-02,595,STR17,PRD7039,12,281.82,3381.84,15,2874.56,Card,EMP226,CUST1583,Saturday,True,SUP285,Grocery,Girl,BrandA,38,Male,Emilyfort,Longberg,2249,5.0,16,345
DMT104018,2023-09-04,692,STR6,PRD3430,4,12.17,48.68,0,48.68,Cash,EMP517,CUST6146,Monday,False,SUP300,Household,Agency,BrandA,27,Other,North Ryan,New Nicoleside,2544,3.5,16,850
DMT104019,2024-05-07,234,STR24,PRD8848,15,178.28,2674.2,15,2273.07,Wallet,EMP851,CUST4768,Tuesday,False,SUP231,Household,Give,BrandC,29,Other,Kristinachester,New Cynthia,1941,3.9,23,119
DMT104020,2024-06-09,360,STR43,PRD2535,8,247.97,1983.76,15,1686.2,Cash,EMP148,CUST6604,Sunday,True,SUP289,Beverages,Culture,BrandC,19,Male,East Zachary,Lake Stephaniehaven,4116,4.6,17,178
DMT104021,2024-05-28,133,STR42,PRD9125,13,127.23,1653.99,15,1405.89,Card,EMP178,CUST6078,Tuesday,False,SUP262,Personal Care,Meeting,BrandB,29,Male,Port Marissafort,East Catherine,4157,4.8,41,360
DMT104022,2025-03-06,260,STR11,PRD3973,11,139.59,1535.49,10,1381.94,UPI,EMP658,CUST5005,Thursday,False,SUP246,Beverages,Level,BrandD,26,Other,Sharpstad,New Sheilaside,3625,3.4,20,946
DMT104023,2024-07-21,668,STR4,PRD8526,18,220.49,3968.82,10,3571.94,Cash,EMP941,CUST3734,Sunday,True,SUP201,Household,Coach,BrandD,66,Female,North Ashleyborough,Lake Amanda,4567,4.5,33,422
DMT104024,2025-02-07,350,STR26,PRD4031,12,289.45,3473.4,5,3299.73,Card,EMP539,CUST9427,Friday,False,SUP219,Grocery,Physical,BrandA,47,Female,West Richard,Shepherdview,4221,4.7,10,163
DMT104025,2024-05-30,468,STR41,PRD3885,10,153.57,1535.7,20,1228.56,UPI,EMP171,CUST5536,Thursday,False,SUP291,Personal Care,Research,BrandB,65,Male,Port Marvin,Acostaberg,1915,3.9,13,837
DMT104026,2025-01-15,317,STR20,PRD4094,2,457.51,915.02,15,777.77,UPI,EMP695,CUST6682,Wednesday,False,SUP212,Bakery,Poor,BrandC,18,Other,Martinezfort,Lake Michelle,2963,4.2,40,464
DMT104027,2024-02-10,489,STR47,PRD9036,11,397.42,4371.62,5,4153.04,Cash,EMP210,CUST2254,Saturday,True,SUP279,Personal Care,Teacher,BrandD,24,Male,Port Angela,North Matthew,4709,3.8,13,954
DMT104028,2024-02-08,62,STR45,PRD3955,19,345.89,6571.91,0,6571.91,Wallet,EMP972,CUST3131,Thursday,False,SUP200,Grocery,Six,BrandB,46,Female,East Rebecca,New David,4975,3.2,39,208
DMT104029,2023-11-25,509,STR49,PRD5621,3,484.42,1453.26,15,1235.27,Card,EMP349,CUST4424,Saturday,True,SUP230,Dairy,Person,BrandC,49,Other,Brianaside,West Kevin,3833,4.6,21,353
DMT104030,2025-06-27,205,STR15,PRD1344,19,272.08,5169.52,0,5169.52,Card,EMP947,CUST9777,Friday,False,SUP218,Bakery,Receive,BrandA,61,Female,Port Lisa,Douglashaven,4091,4.3,48,935
DMT104031,2024-08-06,495,STR28,PRD6081,8,385.22,3081.76,15,2619.5,Wallet,EMP886,CUST8505,Tuesday,False,SUP233,Household,Example,BrandA,36,Other,East Thomasville,New Toni,3665,3.1,33,350
DMT104032,2024-06-17,549,STR42,PRD3669,9,441.68,3975.12,20,3180.1,Cash,EMP845,CUST9550,Monday,False,SUP232,Bakery,Shoulder,BrandC,27,Other,Vickiland,East Catherine,4157,4.8,41,360
DMT104033,2024-04-23,157,STR6,PRD3911,10,373.38,3733.8,0,3733.8,UPI,EMP967,CUST9362,Tuesday,False,SUP212,Beverages,Sea,BrandD,42,Other,Jonesbury,New Nicoleside,2544,3.5,16,850
DMT104034,2025-06-10,180,STR46,PRD7458,6,394.26,2365.56,0,2365.56,Card,EMP873,CUST5429,Tuesday,False,SUP230,Personal Care,Father,BrandA,43,Male,Fryburgh,North Brittanystad,3852,4.5,26,158
DMT104035,2025-03-31,631,STR7,PRD4077,10,472.66,4726.6,0,4726.6,UPI,EMP967,CUST4307,Monday,False,SUP229,Household,Crime,BrandA,22,Female,Brendastad,North Jeffreyshire,3335,4.2,19,870
DMT104036,2024-09-13,516,STR1,PRD2137,14,166.16,2326.24,0,2326.24,Cash,EMP541,CUST2256,Friday,False,SUP218,Personal Care,Prove,BrandB,51,Other,Port Gregory,West Hannahland,4375,4.0,28,328
DMT104037,2025-02-15,164,STR14,PRD3351,5,253.08,1265.4,0,1265.4,Wallet,EMP793,CUST1054,Saturday,True,SUP280,Bakery,Right,BrandB,62,Female,New Stephaniebury,Lake Heatherland,3417,3.2,27,325
DMT104038,2023-08-16,371,STR31,PRD2180,16,288.44,4615.04,5,4384.29,UPI,EMP377,CUST8179,Wednesday,False,SUP222,Household,In,BrandB,56,Female,Port Taraton,South Samantha,4972,3.6,19,837
DMT104039,2023-08-02,161,STR5,PRD7986,4,331.29,1325.16,10,1192.64,UPI,EMP160,CUST5794,Wednesday,False,SUP233,Household,Foreign,BrandA,52,Other,East Stephen,West Rileymouth,2203,3.5,31,971
DMT104040,2024-11-16,226,STR9,PRD5018,5,197.55,987.75,10,888.98,Wallet,EMP806,CUST2313,Saturday,True,SUP296,Beverages,Almost,BrandA,24,Female,Mauricebury,Lake Alexandra,3728,3.4,33,341
DMT104041,2023-11-01,548,STR38,PRD8455,7,175.66,1229.62,20,983.7,UPI,EMP523,CUST5305,Wednesday,False,SUP289,Beverages,Bar,BrandA,48,Male,South Nicholeton,Galvanfort,4762,3.6,31,442
DMT104042,2023-10-14,282,STR15,PRD7594,20,493.75,9875.0,0,9875.0,Wallet,EMP706,CUST9642,Saturday,True,SUP241,Beverages,Day,BrandD,33,Male,East Jenniferside,Douglashaven,4091,4.3,48,935
DMT104043,2023-11-26,355,STR34,PRD2642,8,278.8,2230.4,10,2007.36,Wallet,EMP440,CUST8391,Sunday,True,SUP260,Personal Care,Make,BrandD,45,Female,New Michael,Hernandezchester,3927,4.8,27,809
DMT104044,2025-02-26,267,STR44,PRD9630,8,224.04,1792.32,15,1523.47,Wallet,EMP653,CUST7792,Wednesday,False,SUP261,Dairy,Whom,BrandC,67,Male,Sanchezhaven,Port Kristenshire,1728,3.4,16,982
DMT104045,2024-05-04,246,STR29,PRD3249,2,400.43,800.86,20,640.69,Wallet,EMP132,CUST5605,Saturday,True,SUP271,Personal Care,Behavior,BrandC,50,Other,Gregoryview,Alexanderhaven,2441,3.2,34,510
DMT104046,2024-01-06,122,STR1,PRD1193,14,154.96,2169.44,10,1952.5,Wallet,EMP900,CUST3926,Saturday,True,SUP227,Dairy,Economic,BrandC,59,Male,Lake William,West Hannahland,4375,4.0,28,328
DMT104047,2024-11-22,633,STR1,PRD2633,11,227.43,2501.73,5,2376.64,UPI,EMP469,CUST8239,Friday,False,SUP227,Grocery,Almost,BrandA,39,Other,Andrewsport,West Hannahland,4375,4.0,28,328
DMT104048,2024-12-10,117,STR45,PRD7191,8,49.83,398.64,0,398.64,Wallet,EMP862,CUST4553,Tuesday,False,SUP262,Dairy,Someone,BrandB,46,Male,West Clinton,New David,4975,3.2,39,208
DMT104049,2024-05-05,404,STR22,PRD7291,7,266.69,1866.83,0,1866.83,Cash,EMP177,CUST1074,Sunday,True,SUP275,Beverages,Former,BrandB,27,Female,Mendozatown,Port Derrickmouth,4757,4.6,39,566
DMT104050,2023-09-21,608,STR8,PRD1339,12,378.06,4536.72,20,3629.38,UPI,EMP624,CUST1100,Thursday,False,SUP231,Bakery,Individual,BrandB,39,Female,South Russellmouth,Shaneview,2310,4.0,49,117
DMT104051,2025-01-09,59,STR28,PRD2802,7,253.72,1776.04,15,1509.63,Card,EMP938,CUST3733,Thursday,False,SUP261,Household,War,BrandC,27,Male,West Jennifer,New Toni,3665,3.1,33,350
DMT104052,2024-08-19,328,STR45,PRD1222,12,488.45,5861.4,10,5275.26,UPI,EMP417,CUST1854,Monday,False,SUP200,Personal Care,Company,BrandC,35,Female,West David,New David,4975,3.2,39,208
DMT104053,2023-10-19,513,STR9,PRD1716,20,140.35,2807.0,20,2245.6,Cash,EMP147,CUST2660,Thursday,False,SUP268,Beverages,Difficult,BrandA,41,Male,Port Jack,Lake Alexandra,3728,3.4,33,341
DMT104054,2024-07-06,215,STR31,PRD3165,16,408.57,6537.12,0,6537.12,Cash,EMP403,CUST9735,Saturday,True,SUP250,Beverages,Full,BrandD,50,Female,Stevenland,South Samantha,4972,3.6,19,837
DMT104055,2024-08-25,396,STR5,PRD5068,11,180.61,1986.71,0,1986.71,Cash,EMP759,CUST8963,Sunday,True,SUP225,Bakery,Be,BrandD,56,Male,North Tyler,West Rileymouth,2203,3.5,31,971
DMT104056,2024-07-31,349,STR15,PRD2369,19,305.08,5796.52,10,5216.87,Cash,EMP605,CUST1996,Wednesday,False,SUP265,Household,Natural,BrandB,42,Male,West Amanda,Douglashaven,4091,4.3,48,935
DMT104057,2025-04-19,615,STR25,PRD5385,18,204.62,3683.16,10,3314.84,Cash,EMP599,CUST7852,Saturday,True,SUP294,Personal Care,Voice,BrandB,36,Female,Perezton,Port Johnathan,2931,3.3,30,1000
DMT104058,2024-05-26,359,STR6,PRD3336,1,162.86,162.86,20,130.29,Card,EMP347,CUST9914,Sunday,True,SUP218,Dairy,Research,BrandB,48,Male,Edwinfort,New Nicoleside,2544,3.5,16,850
DMT104059,2023-09-16,158,STR47,PRD1221,19,111.09,2110.71,0,2110.71,Wallet,EMP462,CUST4229,Saturday,True,SUP274,Household,Old,BrandB,40,Male,Jacksonfurt,North Matthew,4709,3.8,13,954
DMT104060,2024-07-12,626,STR7,PRD1153,13,25.09,326.17,0,326.17,UPI,EMP136,CUST3421,Friday,False,SUP269,Grocery,Hit,BrandA,20,Other,New Richard,North Jeffreyshire,3335,4.2,19,870
DMT104061,2024-04-20,479,STR7,PRD2742,6,83.08,498.48,0,498.48,Card,EMP341,CUST3421,Saturday,True,SUP269,Grocery,Forward,BrandA,20,Other,New Richard,North Jeffreyshire,3335,4.2,19,870
DMT104062,2023-09-28,72,STR21,PRD9886,17,165.07,2806.19,15,2385.26,Wallet,EMP926,CUST5450,Thursday,False,SUP244,Beverages,Professor,BrandA,23,Female,Lake Stephanie,Lake Tiffany,4979,3.7,11,581
DMT104063,2024-03-06,340,STR24,PRD6544,6,79.15,474.9,5,451.16,UPI,EMP223,CUST1915,Wednesday,False,SUP217,Personal Care,Enjoy,BrandD,46,Female,Grossville,New Cynthia,1941,3.9,23,119
DMT104064,2024-03-09,557,STR20,PRD2392,4,27.31,109.24,5,103.78,Wallet,EMP624,CUST2304,Saturday,True,SUP236,Bakery,Every,BrandD,27,Female,South Jonathanfort,Lake Michelle,2963,4.2,40,464
DMT104065,2024-02-25,458,STR9,PRD4314,20,430.98,8619.6,0,8619.6,Cash,EMP903,CUST2885,Sunday,True,SUP282,Grocery,Wrong,BrandD,51,Female,East Mary,Lake Alexandra,3728,3.4,33,341
DMT104066,2024-10-18,324,STR25,PRD3281,13,324.24,4215.12,10,3793.61,Cash,EMP641,CUST7183,Friday,False,SUP273,Grocery,Popular,BrandA,21,Other,Mindybury,Port Johnathan,2931,3.3,30,1000
DMT104067,2024-02-17,364,STR50,PRD8871,1,415.21,415.21,20,332.17,Wallet,EMP409,CUST3831,Saturday,True,SUP250,Household,Also,BrandA,51,Female,East Kristinbury,West Andreafurt,2938,4.8,37,908
DMT104068,2024-06-13,466,STR49,PRD8279,17,198.02,3366.34,5,3198.02,Card,EMP701,CUST9352,Thursday,False,SUP258,Dairy,Sit,BrandA,28,Female,Lake Michaelton,West Kevin,3833,4.6,21,353
DMT104069,2024-08-30,722,STR9,PRD3672,16,199.67,3194.72,0,3194.72,Card,EMP571,CUST1334,Friday,False,SUP293,Bakery,Together,BrandA,67,Other,Lake Johnshire,Lake Alexandra,3728,3.4,33,341
DMT104070,2025-03-19,145,STR42,PRD6036,18,306.09,5509.62,10,4958.66,Card,EMP951,CUST2438,Wednesday,False,SUP222,Household,After,BrandD,61,Female,Lake Rick,East Catherine,4157,4.8,41,360
DMT104071,2024-02-21,646,STR44,PRD6435,16,321.69,5147.04,20,4117.63,Card,EMP400,CUST7807,Wednesday,False,SUP211,Bakery,Guy,BrandD,59,Other,Gibsonmouth,Port Kristenshire,1728,3.4,16,982
DMT104072,2023-08-15,399,STR10,PRD8846,11,136.28,1499.08,20,1199.26,Card,EMP165,CUST9858,Tuesday,False,SUP210,Bakery,Pretty,BrandB,25,Male,Jenniferhaven,Johnview,2306,3.9,10,491
DMT104073,2024-12-27,556,STR5,PRD3531,16,115.03,1840.48,5,1748.46,UPI,EMP497,CUST1564,Friday,False,SUP212,Grocery,Project,BrandA,70,Other,Port Evanport,West Rileymouth,2203,3.5,31,971
DMT104074,2025-03-25,79,STR34,PRD4994,17,388.39,6602.63,0,6602.63,Card,EMP329,CUST8607,Tuesday,False,SUP225,Grocery,Establish,BrandC,64,Male,Arthurstad,Hernandezchester,3927,4.8,27,809
DMT104075,2025-02-25,22,STR37,PRD1915,18,119.94,2158.92,15,1835.08,Card,EMP286,CUST4963,Tuesday,False,SUP222,Grocery,Which,BrandC,24,Female,Holmesmouth,Lake Cody,4588,4.1,34,853
DMT104076,2025-06-21,689,STR1,PRD9905,5,129.31,646.55,10,581.89,Wallet,EMP268,CUST3814,Saturday,True,SUP200,Bakery,Back,BrandB,53,Other,Phamfurt,West Hannahland,4375,4.0,28,328
DMT104077,2023-07-21,170,STR40,PRD5382,16,205.82,3293.12,0,3293.12,Wallet,EMP639,CUST9496,Friday,False,SUP270,Beverages,Car,BrandB,59,Male,Kevinhaven,Fletcherside,4417,3.7,21,673
DMT104078,2023-11-15,141,STR42,PRD9906,7,168.34,1178.38,10,1060.54,Card,EMP420,CUST2715,Wednesday,False,SUP213,Beverages,Force,BrandD,20,Male,Port Sherryton,East Catherine,4157,4.8,41,360
DMT104079,2023-09-13,320,STR11,PRD3016,15,498.39,7475.85,0,7475.85,Card,EMP463,CUST8597,Wednesday,False,SUP241,Grocery,Choose,BrandC,26,Male,East Davidhaven,New Sheilaside,3625,3.4,20,946
DMT104080,2024-07-21,668,STR29,PRD1347,14,97.4,1363.6,5,1295.42,Card,EMP516,CUST7009,Sunday,True,SUP232,Dairy,Movie,BrandB,23,Female,Banksburgh,Alexanderhaven,2441,3.2,34,510
DMT104081,2024-04-01,500,STR23,PRD1729,8,55.55,444.4,0,444.4,Card,EMP977,CUST1524,Monday,False,SUP219,Household,Capital,BrandA,48,Female,Nicholaston,Nathanstad,4227,3.9,50,576
DMT104082,2025-01-04,448,STR47,PRD2684,2,181.06,362.12,0,362.12,UPI,EMP328,CUST8448,Saturday,True,SUP251,Beverages,Middle,BrandB,37,Male,North Andrewberg,North Matthew,4709,3.8,13,954
DMT104083,2024-07-16,306,STR14,PRD9923,19,20.94,397.86,15,338.18,UPI,EMP941,CUST9040,Tuesday,False,SUP274,Personal Care,Nor,BrandA,33,Male,Lindsaychester,Lake Heatherland,3417,3.2,27,325
DMT104084,2024-12-18,362,STR41,PRD5861,16,121.39,1942.24,0,1942.24,Cash,EMP335,CUST3462,Wednesday,False,SUP296,Dairy,Girl,BrandB,26,Male,Port Raymondstad,Acostaberg,1915,3.9,13,837
DMT104085,2025-04-26,55,STR48,PRD2680,15,228.68,3430.2,10,3087.18,Cash,EMP532,CUST2215,Saturday,True,SUP245,Grocery,Television,BrandA,25,Female,West Michael,Morrismouth,4904,3.5,19,263
DMT104086,2023-11-20,649,STR10,PRD9381,8,7.53,60.24,5,57.23,UPI,EMP517,CUST9250,Monday,False,SUP202,Grocery,Interesting,BrandD,69,Other,North Christinatown,Johnview,2306,3.9,10,491
DMT104087,2024-05-28,133,STR27,PRD7804,19,275.22,5229.18,0,5229.18,UPI,EMP945,CUST1303,Tuesday,False,SUP201,Grocery,Even,BrandA,67,Female,Christinamouth,West Tara,2754,3.7,37,869
DMT104088,2024-04-04,270,STR40,PRD3323,17,108.74,1848.58,0,1848.58,Cash,EMP968,CUST8059,Thursday,False,SUP209,Personal Care,Fact,BrandA,41,Other,West Rebecca,Fletcherside,4417,3.7,21,673
DMT104089,2024-07-17,185,STR44,PRD1019,8,434.55,3476.4,10,3128.76,Wallet,EMP779,CUST7868,Wednesday,False,SUP279,Personal Care,Page,BrandC,54,Female,Lake Justinbury,Port Kristenshire,1728,3.4,16,982
DMT104090,2024-05-29,503,STR29,PRD4675,14,212.71,2977.94,10,2680.15,Wallet,EMP105,CUST6737,Wednesday,False,SUP288,Grocery,Beautiful,BrandA,59,Other,Patrickberg,Alexanderhaven,2441,3.2,34,510
DMT104091,2023-07-23,57,STR14,PRD1393,13,148.92,1935.96,0,1935.96,Wallet,EMP932,CUST1915,Sunday,True,SUP255,Dairy,Seven,BrandA,46,Female,Grossville,Lake Heatherland,3417,3.2,27,325
DMT104092,2024-01-24,394,STR6,PRD4713,14,216.45,3030.3,5,2878.78,UPI,EMP997,CUST6476,Wednesday,False,SUP265,Household,Provide,BrandA,61,Female,Lake Heather,New Nicoleside,2544,3.5,16,850
DMT104093,2024-02-26,208,STR7,PRD7998,1,452.83,452.83,0,452.83,Wallet,EMP288,CUST7974,Monday,False,SUP238,Dairy,Certainly,BrandD,56,Other,Myersshire,North Jeffreyshire,3335,4.2,19,870
DMT104094,2025-03-29,434,STR9,PRD7314,19,295.77,5619.63,10,5057.67,Wallet,EMP328,CUST6925,Saturday,True,SUP254,Grocery,Mean,BrandD,18,Other,South Rhondaton,Lake Alexandra,3728,3.4,33,341
DMT104095,2024-08-17,28,STR49,PRD3414,16,34.01,544.16,20,435.33,Wallet,EMP443,CUST7068,Saturday,True,SUP269,Household,Election,BrandB,33,Female,South Michaelside,West Kevin,3833,4.6,21,353
DMT104096,2025-03-11,514,STR8,PRD6788,19,241.09,4580.71,20,3664.57,Cash,EMP250,CUST4823,Tuesday,False,SUP261,Beverages,Half,BrandA,53,Male,Webbburgh,Shaneview,2310,4.0,49,117
DMT104097,2024-08-27,530,STR38,PRD5699,16,133.48,2135.68,15,1815.33,Cash,EMP992,CUST5580,Tuesday,False,SUP229,Beverages,Ago,BrandA,44,Male,West Loganborough,Galvanfort,4762,3.6,31,442
DMT104098,2024-06-09,360,STR47,PRD4700,17,141.72,2409.24,20,1927.39,Cash,EMP845,CUST1376,Sunday,True,SUP256,Dairy,Call,BrandD,40,Other,Brianhaven,North Matthew,4709,3.8,13,954
DMT104099,2025-03-18,140,STR25,PRD7303,11,218.0,2398.0,10,2158.2,Cash,EMP906,CUST1822,Tuesday,False,SUP296,Beverages,Phone,BrandD,65,Male,South Elaine,Port Johnathan,2931,3.3,30,1000
DMT104100,2025-03-25,79,STR23,PRD2841,11,457.43,5031.73,0,5031.73,Cash,EMP194,CUST3458,Tuesday,False,SUP242,Dairy,Word,BrandC,48,Female,East Jamesshire,Nathanstad,4227,3.9,50,576
DMT104101,2023-10-05,699,STR28,PRD9057,1,65.65,65.65,15,55.8,UPI,EMP609,CUST8134,Thursday,False,SUP254,Grocery,Professional,BrandA,66,Other,South Jacobshire,New Toni,3665,3.1,33,350
DMT104102,2023-12-14,653,STR21,PRD3778,2,372.13,744.26,15,632.62,Cash,EMP745,CUST9078,Thursday,False,SUP211,Bakery,Glass,BrandB,60,Male,North Brenda,Lake Tiffany,4979,3.7,11,581
DMT104103,2024-10-13,481,STR9,PRD2804,10,45.55,455.5,0,455.5,Cash,EMP687,CUST2353,Sunday,True,SUP253,Dairy,After,BrandB,52,Male,Lake Kara,Lake Alexandra,3728,3.4,33,341
DMT104104,2025-07-10,272,STR16,PRD4678,9,45.13,406.17,15,345.24,Wallet,EMP773,CUST7750,Thursday,False,SUP271,Personal Care,System,BrandB,67,Other,Glenside,Port Misty,2652,4.5,33,171
DMT104105,2024-02-28,99,STR18,PRD2666,12,92.82,1113.84,15,946.76,Card,EMP237,CUST2125,Wednesday,False,SUP296,Household,Appear,BrandD,27,Male,West Matthew,Deniseland,3334,4.0,27,564
DMT104106,2023-08-10,315,STR42,PRD5617,2,407.18,814.36,10,732.92,UPI,EMP208,CUST8448,Thursday,False,SUP215,Beverages,None,BrandD,37,Male,North Andrewberg,East Catherine,4157,4.8,41,360
DMT104107,2025-03-08,552,STR6,PRD6854,15,26.92,403.8,0,403.8,Wallet,EMP220,CUST3208,Saturday,True,SUP239,Beverages,Know,BrandC,44,Female,South Nancyville,New Nicoleside,2544,3.5,16,850
DMT104108,2024-08-21,63,STR16,PRD2249,5,378.51,1892.55,10,1703.3,Card,EMP973,CUST8493,Wednesday,False,SUP289,Personal Care,This,BrandC,55,Female,Markstad,Port Misty,2652,4.5,33,171
DMT104109,2024-06-23,294,STR36,PRD6467,20,364.88,7297.6,0,7297.6,Card,EMP671,CUST8290,Sunday,True,SUP224,Bakery,Decade,BrandA,20,Female,East Austinburgh,West Garyhaven,2128,4.5,37,250
DMT104110,2025-01-28,334,STR39,PRD2939,13,408.99,5316.87,10,4785.18,Card,EMP278,CUST6202,Tuesday,False,SUP291,Household,How,BrandD,24,Other,North Russell,Lake Robertmouth,2847,3.2,27,439
DMT104111,2024-09-10,261,STR39,PRD6906,6,205.5,1233.0,20,986.4,UPI,EMP647,CUST4834,Tuesday,False,SUP281,Bakery,Rather,BrandB,44,Male,Thompsonmouth,Lake Robertmouth,2847,3.2,27,439
DMT104112,2023-10-19,513,STR47,PRD2389,20,159.94,3198.8,5,3038.86,Cash,EMP687,CUST6423,Thursday,False,SUP259,Dairy,Conference,BrandB,47,Male,Davisburgh,North Matthew,4709,3.8,13,954
DMT104113,2023-12-12,582,STR39,PRD1710,1,178.82,178.82,10,160.94,UPI,EMP171,CUST5244,Tuesday,False,SUP283,Beverages,Significant,BrandD,19,Male,Vickiehaven,Lake Robertmouth,2847,3.2,27,439
DMT104114,2025-05-31,236,STR19,PRD3475,3,395.38,1186.14,0,1186.14,Cash,EMP353,CUST4441,Saturday,True,SUP244,Grocery,Goal,BrandD,42,Other,Ramirezfurt,North Michaelfurt,3569,4.3,48,821
DMT104115,2025-05-28,127,STR50,PRD3917,1,356.53,356.53,10,320.88,Card,EMP128,CUST2533,Wednesday,False,SUP232,Bakery,Article,BrandA,58,Male,Valeriebury,West Andreafurt,2938,4.8,37,908
DMT104116,2024-03-02,406,STR45,PRD8022,15,356.92,5353.8,15,4550.73,Wallet,EMP932,CUST8008,Saturday,True,SUP297,Dairy,Their,BrandA,61,Male,Zhangborough,New David,4975,3.2,39,208
DMT104117,2024-10-02,439,STR2,PRD9691,20,352.45,7049.0,0,7049.0,Wallet,EMP817,CUST2539,Wednesday,False,SUP259,Beverages,Against,BrandC,21,Other,Davidfurt,Stephensfurt,4212,4.4,39,103
DMT104118,2025-03-29,434,STR43,PRD6486,8,321.04,2568.32,20,2054.66,Card,EMP430,CUST2205,Saturday,True,SUP235,Household,Recently,BrandD,62,Other,East Brettmouth,Lake Stephaniehaven,4116,4.6,17,178
DMT104119,2023-09-16,158,STR20,PRD3971,6,451.96,2711.76,10,2440.58,Cash,EMP175,CUST9845,Saturday,True,SUP200,Dairy,Painting,BrandB,68,Female,Lake John,Lake Michelle,2963,4.2,40,464
DMT104120,2023-07-26,721,STR14,PRD7967,5,26.99,134.95,0,134.95,UPI,EMP120,CUST7670,Wednesday,False,SUP215,Dairy,Debate,BrandC,39,Other,Noahmouth,Lake Heatherland,3417,3.2,27,325
DMT104121,2025-03-05,475,STR34,PRD3461,13,394.98,5134.74,10,4621.27,UPI,EMP258,CUST9473,Wednesday,False,SUP290,Grocery,Physical,BrandA,32,Female,Annahaven,Hernandezchester,3927,4.8,27,809
DMT104122,2024-09-20,8,STR39,PRD5940,12,154.84,1858.08,5,1765.18,UPI,EMP564,CUST2817,Friday,False,SUP239,Dairy,Treatment,BrandC,31,Other,East Robertside,Lake Robertmouth,2847,3.2,27,439
DMT104123,2024-05-20,213,STR33,PRD5702,5,160.36,801.8,15,681.53,Cash,EMP187,CUST5571,Monday,False,SUP206,Household,Bit,BrandB,47,Male,West Amanda,Bellport,2236,3.9,11,542
DMT104124,2025-05-16,395,STR13,PRD6707,15,303.08,4546.2,15,3864.27,Cash,EMP725,CUST3820,Friday,False,SUP247,Personal Care,Require,BrandB,65,Other,Caitlynburgh,South Jason,4847,4.6,42,866
DMT104125,2025-01-09,59,STR48,PRD2702,17,111.35,1892.95,0,1892.95,Wallet,EMP118,CUST2892,Thursday,False,SUP282,Bakery,Current,BrandC,61,Male,New Joshua,Morrismouth,4904,3.5,19,263
DMT104126,2025-04-27,640,STR26,PRD5441,6,189.54,1137.24,5,1080.38,UPI,EMP460,CUST9307,Sunday,True,SUP287,Dairy,Majority,BrandA,25,Female,Sanchezfort,Shepherdview,4221,4.7,10,163
DMT104127,2023-08-03,378,STR19,PRD9179,12,423.32,5079.84,0,5079.84,Wallet,EMP756,CUST7063,Thursday,False,SUP217,Personal Care,Conference,BrandC,56,Female,New Michael,North Michaelfurt,3569,4.3,48,821
DMT104128,2025-04-10,348,STR42,PRD7047,10,210.91,2109.1,10,1898.19,UPI,EMP633,CUST3953,Thursday,False,SUP243,Personal Care,Explain,BrandA,33,Male,Cherylland,East Catherine,4157,4.8,41,360
DMT104129,2025-01-27,367,STR4,PRD5348,13,358.99,4666.87,5,4433.53,Wallet,EMP189,CUST4956,Monday,False,SUP233,Grocery,Nature,BrandC,55,Male,New Williamborough,Lake Amanda,4567,4.5,33,422
DMT104130,2025-01-19,31,STR16,PRD2251,8,203.54,1628.32,20,1302.66,UPI,EMP371,CUST1844,Sunday,True,SUP228,Dairy,Believe,BrandC,42,Other,New Jacqueline,Port Misty,2652,4.5,33,171
